circuit_id,circuit_full_name_display,layout_display,circuit_full_name_normalized,layout_normalized,local_address,latitude_dd,longitude_dd,country_id,layout_length_m,alt_circuit_full_name_display
88,Autódromo San Nicolás,Oval circuit,autodromo_san_nicolas,oval_circuit,"Predio Ferial y Autódromo San Nicolás Ciudad, Autopista N° 9 Buenos Aires- Rosario Km 225, Argentina",-31.3271817,-64.2521789,ARG,2414,
89,Autódromo Vegas de Quilaco,Full circuit,autodromo_vegas_de_quilaco,full_circuit,"Autódromo Vegas de Quilaco, La Unión, Región de los Ríos, Chile",-40.2583,-73.0299,CHL,1470,Autódromo Sergio Wagner Rosa
90,Autódromo Yucatán,Full circuit,autodromo_yucatan,full_circuit,"Autódromo de Yucatán 'Emerson Fittipaldi', Progreso, Yucatán, Mexico",21.1837916,-89.6247862,MEX,3340,
91,"Auto Club Speedway, Fontana",Superspeedway,auto_club_speedway_fontana,superspeedway,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,3219,
92,"Auto Club Speedway, Fontana",Road Course,auto_club_speedway_fontana,road_course,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,4635,
93,"Auto Club Speedway, Fontana",Motorcycle Road Course,auto_club_speedway_fontana,motorcycle_road_course,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,3798,
94,"Auto Club Speedway, Fontana",Interior Road Course,auto_club_speedway_fontana,interior_road_course,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,2494,
95,"Auto Club Speedway, Fontana",2023 'Next Gen' Oval Proposal,auto_club_speedway_fontana,2023_next_gen_oval_proposal,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,805,
96,"Auto Club Speedway, Fontana",2023 'Next Gen' Oval Proposal Overlay,auto_club_speedway_fontana,2023_next_gen_oval_proposal_overlay,"Auto Club Speedway, 9300 Cherry Avenue, Fontana, CA 92335, USA",34.086261,-117.4975878,USA,805,
97,Autodrom Most,Grand Prix Circuit,autodrom_most,grand_prix_circuit,"Autodrom Most, Tvrzova 5, 434 01 Most, Czech Republic",50.5200344,13.6137507,CZE,4222,
98,Autodromo de Tocancipá,Circuito 1 Clockwise,autodromo_de_tocancipa,circuito_1_clockwise,"Autódromo de Tocancipá, Tocancipá, Cundinamarca, Colombia",4.96114,-73.94782,COL,2040,
99,Autodromo de Tocancipá,Circuito 1 Anti-clockwise,autodromo_de_tocancipa,circuito_1_anti_clockwise,"Autódromo de Tocancipá, Tocancipá, Cundinamarca, Colombia",4.96114,-73.94782,COL,2040,
100,Autodromo de Tocancipá,Circuito 2 Clockwise,autodromo_de_tocancipa,circuito_2_clockwise,"Autódromo de Tocancipá, Tocancipá, Cundinamarca, Colombia",4.96114,-73.94782,COL,2725,
101,Autodromo de Tocancipá,Circuito 2 Anti-lockwise,autodromo_de_tocancipa,circuito_2_anti_lockwise,"Autódromo de Tocancipá, Tocancipá, Cundinamarca, Colombia",4.96114,-73.94782,COL,2725,
