circuit_id,circuit_full_name_display,layout_display,circuit_full_name_normalized,layout_normalized,local_address,latitude_dd,longitude_dd,country_id,layout_length_m,alt_circuit_full_name_display
269,Circuit of the Americas,Club Circuit,circuit_of_the_americas,club_circuit,"9201 Circuit of the Americas Blvd, Austin, TX 78617, USA",30.13349558,-97.64141966,USA,,
270,Circuit Ricardo Tormo,Grand Prix Circuit,circuit_ricardo_tormo,grand_prix_circuit,"Circuit de la Comunitat Valenciana Ricardo Tormo, Autovía A3 Valencia-Madrid, Salida 334. 46380 - Cheste (Valencia), Spain",39.485333,-0.6271937,ESP,4005,
271,Circuit Ricardo Tormo,National Circuit,circuit_ricardo_tormo,national_circuit,"Circuit de la Comunitat Valenciana Ricardo Tormo, Autovía A3 Valencia-Madrid, Salida 334. 46380 - Cheste (Valencia), Spain",39.485333,-0.6271937,ESP,3099,
272,Circuit Ricardo Tormo,School Circuit,circuit_ricardo_tormo,school_circuit,"Circuit de la Comunitat Valenciana Ricardo Tormo, Autovía A3 Valencia-Madrid, Salida 334. 46380 - Cheste (Valencia), Spain",39.485333,-0.6271937,ESP,1300,
273,Circuit Sidi Daoui de Oued Zem,Main Circuit,circuit_sidi_daoui_de_oued_zem,main_circuit,"Circuit Sidi Daoui de Oued Zem (FIA), Oued Zem, Morocco",32.8639062,-6.5717256,MAR,4480,
274,Circuit Sidi Daoui de Oued Zem,Short Circuit,circuit_sidi_daoui_de_oued_zem,short_circuit,"Circuit Sidi Daoui de Oued Zem (FIA), Oued Zem, Morocco",32.8639062,-6.5717256,MAR,3415,
275,Circuito Cacá Bueno (Galeão),GP Galeão Circuit,circuito_caca_bueno_galeao,gp_galeao_circuit,"GP Rio Galeão, Av. Vinte de Janeiro, Edifício-Garagem-Terminal 2, S/N - Galeão, Rio de Janeiro, Brazil",-22.81566834,-43.24194181,BRA,3225,
276,Circuito Cittadino dell’EUR,Circuito Cittadino dell’EUR,circuito_cittadino_dell_eur,circuito_cittadino_dell_eur,Official website,50.558666,-119.136069,ITA,3385,
277,Circuito dos Cristais,Full circuit,circuito_dos_cristais,full_circuit,"Circuito dos Cristais, Rua Ouro Preto, 581, 4º andar, Belo Horizonte, Minas Gerais, Brasil",-19.92322595,-43.95068415,BRA,4400,
278,Circuito dos Cristais,Stock Car circuit,circuito_dos_cristais,stock_car_circuit,"Circuito dos Cristais, Rua Ouro Preto, 581, 4º andar, Belo Horizonte, Minas Gerais, Brasil",-19.92322595,-43.95068415,BRA,3670,
279,Circuito dos Cristais,Oval circuit,circuito_dos_cristais,oval_circuit,"Circuito dos Cristais, Rua Ouro Preto, 581, 4º andar, Belo Horizonte, Minas Gerais, Brasil",-19.92322595,-43.95068415,BRA,1600,
280,Circuito IFEMA Madrid,Grand Prix Circuit Proposal,circuito_ifema_madrid,grand_prix_circuit_proposal,"IFEMA Madrid, Avda. del Partenón, 5,  28042 Madrid, Spain",40.4687,-3.61798,ESP,5474,
281,Clark International Speedway,Full Course,clark_international_speedway,full_course,"Clark International Speedway, Panday Pira Ave, Clark Freeport, Mabalacat City, Pampanga, Philippines",15.20073522,120.5402111,PHL,4189,
282,Clark International Speedway,West Course,clark_international_speedway,west_course,"Clark International Speedway, Panday Pira Ave, Clark Freeport, Mabalacat City, Pampanga, Philippines",15.20073522,120.5402111,PHL,1960,
283,Clark International Speedway,East Course,clark_international_speedway,east_course,"Clark International Speedway, Panday Pira Ave, Clark Freeport, Mabalacat City, Pampanga, Philippines",15.20073522,120.5402111,PHL,1900,
284,Codegua,Full circuit,codegua,full_circuit,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,4600,
285,Codegua,Alternative full circuit,codegua,alternative_full_circuit,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
286,Codegua,North Circuit 1,codegua,north_circuit_1,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
287,Codegua,North Circuit 2,codegua,north_circuit_2,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
288,Codegua,North Circuit 3,codegua,north_circuit_3,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
289,Codegua,South Circuit 1,codegua,south_circuit_1,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
290,Codegua,South Circuit 2,codegua,south_circuit_2,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
291,Codegua,South Circuit 3,codegua,south_circuit_3,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
292,Codegua,South Circuit 4,codegua,south_circuit_4,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
293,Codegua,South Circuit 5,codegua,south_circuit_5,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
294,Codegua,South Circuit 6,codegua,south_circuit_6,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
295,Codegua,South Circuit 7,codegua,south_circuit_7,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
296,Codegua,South Circuit 8,codegua,south_circuit_8,"Autódromo Internacional de Codegua, El golf 40, Santiago, Chile",-33.37820312,-70.66410184,CHL,,
297,Coleraine,Triangle Circuit,coleraine,triangle_circuit,"Coleraine & District Motor Club Ltd, Waterford House, 32 Lodge Road, Coleraine, Co. Londonderry, BT52 2NY Northern Ireland",55.14894811,-6.639820992,GBR,14436,
298,Comodoro Rivadavia,Circuito longo,comodoro_rivadavia,circuito_longo,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,4170,
299,Comodoro Rivadavia,Circuito longo (alternative T12),comodoro_rivadavia,circuito_longo_alternative_t12,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,4170,
300,Comodoro Rivadavia,Circuito No 1,comodoro_rivadavia,circuito_no_1,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,3764,
301,Comodoro Rivadavia,Circuito No 1 (alternative T10),comodoro_rivadavia,circuito_no_1_alternative_t10,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,3764,
302,Comodoro Rivadavia,Circuito No. 2,comodoro_rivadavia,circuito_no_2,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,3100,
303,Comodoro Rivadavia,Circuito No. 2 (Alternative T7),comodoro_rivadavia,circuito_no_2_alternative_t7,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,3100,
304,Comodoro Rivadavia,Circuito No. 2 Extended,comodoro_rivadavia,circuito_no_2_extended,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,,
305,Comodoro Rivadavia,Circuito No. 2 Extended (Alternative T10),comodoro_rivadavia,circuito_no_2_extended_alternative_t10,"Autódromo General San Martín, Comodoro Rivadavia, Chubut, Argentina",-45.83313237,-67.47269393,ARG,,
306,Concepción del Uruguay,Circuito No. 1,concepcion_del_uruguay,circuito_no_1,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,4280,
307,Concepción del Uruguay,Circuito No. 2,concepcion_del_uruguay,circuito_no_2,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,3750,
308,Concepción del Uruguay,Circuito No. 3,concepcion_del_uruguay,circuito_no_3,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,3220,
309,Concepción del Uruguay,Circuito No. 4,concepcion_del_uruguay,circuito_no_4,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,2690,
310,Concepción del Uruguay,Circuito No. 5,concepcion_del_uruguay,circuito_no_5,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,2480,
311,Concepción del Uruguay,Circuito No. 6,concepcion_del_uruguay,circuito_no_6,"Autodromo de Concepcion del Uruguay, Concepción del Uruguay, Entre Ríos, Argentina",-32.45724,-58.31371,ARG,1950,
312,Coronado,NASCAR Street Circuit,coronado,nascar_street_circuit,+1 866-771-7223,52.07175466,6.23768668,USA,5470,
313,Cremona Circuit,Cremona CIrcuit Angelo Bergamonti,cremona_circuit,cremona_circuit_angelo_bergamonti,"Cremona Circuit, Via Giuseppina 2, San Martino del Lago, Italy",45.13411982,10.03847469,ITA,3768,
314,Croft,Main circuit,croft,main_circuit,"Croft Circuit, West Lane, Dalton On Tees, North Yorkshire, DL2 2PL, United Kingdom",54.4554,-1.5559,GBR,3423,
315,Croft,Club Circuit 'A',croft,club_circuit_a,"Croft Circuit, West Lane, Dalton On Tees, North Yorkshire, DL2 2PL, United Kingdom",54.4554,-1.5559,GBR,1997,
316,Croft,Club Circuit 'B',croft,club_circuit_b,"Croft Circuit, West Lane, Dalton On Tees, North Yorkshire, DL2 2PL, United Kingdom",54.4554,-1.5559,GBR,1529,
317,Croix-en-Ternois,Full circuit,croix_en_ternois,full_circuit,"Circuit de Croix en Ternois, RN 39, 62130 Croix-en-Ternois, France",50.38702509,2.293600491,FRA,1910,
318,Curitiba,Full Circuit,curitiba,full_circuit,"Autódromo Internacional de Curitiba, Iraí Avenue, No. 16, Pinhais, Paraná, CEP 83321-000, Brazil",-25.4448785,-49.1955685,BRA,3707,
319,Curitiba,Outer Circuit,curitiba,outer_circuit,"Autódromo Internacional de Curitiba, Iraí Avenue, No. 16, Pinhais, Paraná, CEP 83321-000, Brazil",-25.4448785,-49.1955685,BRA,2600,
320,Dakar-Baobabs,Full circuit,dakar_baobabs,full_circuit,"Circuit de Dakar-Baobabs de Sindia, Route de Thiès, Sindia, Senegal",14.5822224,-17.0334766,SEN,4700,
321,Dallas Fair Park,Grand Prix Circuit,dallas_fair_park,grand_prix_circuit,"3809 Grand Ave, Dallas, TX 75210, United States",32.78049373,-96.76138243,USA,3901,
322,Darlington Raceway,Oval course,darlington_raceway,oval_course,"Darlington Raceway, 1301 Harry Byrd Highway, Darlington, SC 29532, USA",34.2953892,-79.9065659,USA,2198,
323,Daytona,Speedway,daytona,speedway,"Daytona International Speedway, 1801 International Speedway Boulevard, Daytona Beach, FL 32114",29.1921488,-81.0686295,USA,4023,
324,Daytona,Road Course,daytona,road_course,"Daytona International Speedway, 1801 International Speedway Boulevard, Daytona Beach, FL 32114",29.1921488,-81.0686295,USA,5729,
325,Daytona,Nascar Road Course,daytona,nascar_road_course,"Daytona International Speedway, 1801 International Speedway Boulevard, Daytona Beach, FL 32114",29.1921488,-81.0686295,USA,5745,
326,Daytona,Motorcycle Road Course,daytona,motorcycle_road_course,"Daytona International Speedway, 1801 International Speedway Boulevard, Daytona Beach, FL 32114",29.1921488,-81.0686295,USA,5649,
327,Denver Civic Center,Street Circuit,denver_civic_center,street_circuit,"Civic Center Park, 101 14th Avenue Parkway, Denver, Colorado 80204, United States",39.73924,-104.98886,USA,3057,
328,Detroit,Grand Prix Circuit,detroit,grand_prix_circuit,"Chevrolet Detroit Grand Prix presented by Lear, 300 Renaissance Center, Suite 2311, Detroit, MI 48243, USA",42.32878718,-83.03897128,USA,2736,
329,Dijon-Prenois,Grand Prix Circuit,dijon_prenois,grand_prix_circuit,"Circuit Dijon-Prenois, 21370 Prenois, France",47.363866,4.899082,FRA,3886,
330,Dijon-Prenois,Short Circuit,dijon_prenois,short_circuit,"Circuit Dijon-Prenois, 21370 Prenois, France",47.363866,4.899082,FRA,3289,
331,Diriyah,ePrix Circuit,diriyah,eprix_circuit,Official website,50.558666,-119.136069,SAU,2495,
332,Donington Park,Grand Prix Circuit,donington_park,grand_prix_circuit,"Donington Park, Castle Donington, Derby, DE74 2RP, England",52.829465,-1.381546,GBR,4020,
333,Donington Park,National Circuit,donington_park,national_circuit,"Donington Park, Castle Donington, Derby, DE74 2RP, England",52.829465,-1.381546,GBR,3149,
334,Donnybrook Raceway,Grand Prix Circuit,donnybrook_raceway,grand_prix_circuit,"Donnybrook Raceway, Harare, Zimbabwe",-17.8116183,31.1474194,ZWE,2750,
335,Dover Motor Speedway,Dover International Speedway,dover_motor_speedway,dover_international_speedway,"Dover International Speedway, P.O. Box 84,3 Dover, DE 19903, USA",39.189085,-75.533791,USA,1609,
336,DriveIT NQ,Road course circuit,driveit_nq,road_course_circuit,"DriveIT NQ, 132 Bidwilli Road, Calcium, QLD 4816, Australia",-19.61898495,146.7973875,AUS,2750,
337,Dubai Autodrome,Grand Prix Circuit,dubai_autodrome,grand_prix_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,5390,
338,Dubai Autodrome,International Circuit,dubai_autodrome,international_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,4290,
339,Dubai Autodrome,National Circuit,dubai_autodrome,national_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,3560,
340,Dubai Autodrome,Club Circuit,dubai_autodrome,club_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,2460,
341,Dubai Autodrome,Oval Handling Circuit,dubai_autodrome,oval_handling_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,1120,
342,Dubai Autodrome,Hill Handling Circuit,dubai_autodrome,hill_handling_circuit,"Dubai Autodrome, PO Box 24649. Dubai, UAE",25.05029,55.23794,ARE,1620,
343,Dundrod,Road Racing Circuit,dundrod,road_racing_circuit,"Ulster Grand Prix Paddock, 3-7 Hannahstown Rd, Lisburn BT28 3TB",54.58124981,-6.087427338,GBR,11910,
344,East London,Grand Prix Circuit,east_london,grand_prix_circuit,"34 Prince George Circuit, East London, 5201, South Africa",-33.05311456,27.86816873,ZAF,3920,
345,Eilat,Formula Israel Circuit,eilat,formula_israel_circuit,"Eilat Harbor, Eilat, Israel",29.5359017,34.9420912,ISR,1500,
346,El Pinar,Circuit No. 1,el_pinar,circuit_no_1,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
347,El Pinar,Circuit No. 1 with extension,el_pinar,circuit_no_1_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,3496,
348,El Pinar,Circuit No. 1 with extension and chicane,el_pinar,circuit_no_1_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
349,El Pinar,"Circuit No. 1 with ""Beco"" corner",el_pinar,circuit_no_1_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
350,El Pinar,"Circuit No. 1 with extension and ""Beco"" corner",el_pinar,circuit_no_1_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
351,El Pinar,"Circuit No. 1 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_1_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
352,El Pinar,Circuit No. 2,el_pinar,circuit_no_2,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
353,El Pinar,Circuit No. 2 with extension,el_pinar,circuit_no_2_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
354,El Pinar,Circuit No. 2 with extension and chicane,el_pinar,circuit_no_2_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
355,El Pinar,"Circuit No. 2 with ""Beco"" corner",el_pinar,circuit_no_2_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,2120,
356,El Pinar,"Circuit No. 2 with extension and ""Beco"" corner",el_pinar,circuit_no_2_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
357,El Pinar,"Circuit No. 2 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_2_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
358,El Pinar,Circuit No. 3,el_pinar,circuit_no_3,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
359,El Pinar,Circuit No. 3 with extension,el_pinar,circuit_no_3_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
360,El Pinar,Circuit No. 3 with extension and chicane,el_pinar,circuit_no_3_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
361,El Pinar,"Circuit No. 3 with ""Beco"" corner",el_pinar,circuit_no_3_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,2680,
362,El Pinar,"Circuit No. 3 with extension and ""Beco"" corner",el_pinar,circuit_no_3_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
363,El Pinar,"Circuit No. 3 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_3_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
364,El Pinar,Circuit No. 4,el_pinar,circuit_no_4,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,1850,
365,El Pinar,Circuit No. 5,el_pinar,circuit_no_5,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
366,El Pinar,Circuit No. 5 with extension,el_pinar,circuit_no_5_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
367,El Pinar,Circuit No. 5 with extension and chicane,el_pinar,circuit_no_5_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
368,El Pinar,"Circuit No. 5 with ""Beco"" corner",el_pinar,circuit_no_5_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,2100,
369,El Pinar,"Circuit No. 5 with extension and ""Beco"" corner",el_pinar,circuit_no_5_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
370,El Pinar,"Circuit No. 5 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_5_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
371,El Pinar,Circuit No. 6,el_pinar,circuit_no_6,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
372,El Pinar,Circuit No. 6 with extension,el_pinar,circuit_no_6_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
373,El Pinar,Circuit No. 6 with extension and chicane,el_pinar,circuit_no_6_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
374,El Pinar,"Circuit No. 6 with ""Beco"" corner",el_pinar,circuit_no_6_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,2100,
375,El Pinar,"Circuit No. 6 with extension and ""Beco"" corner",el_pinar,circuit_no_6_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
376,El Pinar,"Circuit No. 6 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_6_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
377,El Pinar,Circuit No. 7,el_pinar,circuit_no_7,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
378,El Pinar,Circuit No. 7 with extension,el_pinar,circuit_no_7_with_extension,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
379,El Pinar,Circuit No. 7 with extension and chicane,el_pinar,circuit_no_7_with_extension_and_chicane,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
380,El Pinar,"Circuit No. 7 with ""Beco"" corner",el_pinar,circuit_no_7_with_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,2120,
381,El Pinar,"Circuit No. 7 with extension and ""Beco"" corner",el_pinar,circuit_no_7_with_extension_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
382,El Pinar,"Circuit No. 7 with extension, chicane and ""Beco"" corner",el_pinar,circuit_no_7_with_extension_chicane_and_beco_corner,"Autódromo Víctor Borrat Fabini, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.81206,-55.95145,URY,,
383,El Zonda,Full Circuit,el_zonda,full_circuit,"Autodrome Eduardo Copello “El Zonda"", San Juan, Argentina",-31.5527,-68.6904,ARG,3245,
384,El Zonda,Alternative Circuit,el_zonda,alternative_circuit,"Autodrome Eduardo Copello “El Zonda"", San Juan, Argentina",-31.5527,-68.6904,ARG,3230,
385,Enna-Pergusa,Full course,enna_pergusa,full_course,"Autodromo di Pergusa, Piazza Garibaldi 8, Via Nazionale 94010, Pergusa, Enna, Italy",37.49547411,14.39062578,ITA,4950,
386,Estoril,Grand Prix Circuit,estoril,grand_prix_circuit,"Circuito do Estoril, Av. Alfredo César Torres, Apartado 49, 2646 - 901, Alcabideche, Portugal",38.74856721,-9.390955456,PRT,4182,
387,Estoril,'Tanque' Circuit,estoril,tanque_circuit,"Circuito do Estoril, Av. Alfredo César Torres, Apartado 49, 2646 - 901, Alcabideche, Portugal",38.74856721,-9.390955456,PRT,4163,
388,Everland Speedway,Full circuit,everland_speedway,full_circuit,"AMG Everland Speedway, 199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",37.201,127.252,KOR,4500,Yongin Motor Park
389,Everland Speedway,Alternative full circuit,everland_speedway,alternative_full_circuit,"AMG Everland Speedway, 199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",37.201,127.252,KOR,,Yongin Motor Park
390,Everland Speedway,Western short circuit,everland_speedway,western_short_circuit,"AMG Everland Speedway, 199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",37.201,127.252,KOR,,Yongin Motor Park
391,Everland Speedway,Alternative Western short circuit,everland_speedway,alternative_western_short_circuit,"AMG Everland Speedway, 199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",37.201,127.252,KOR,,Yongin Motor Park
392,Everland Speedway,Eastern short circuit,everland_speedway,eastern_short_circuit,"AMG Everland Speedway, 199 Everland-ro, Pogog-eup, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",37.201,127.252,KOR,,Yongin Motor Park
393,Falkenberg,Full circuit,falkenberg,full_circuit,"Falkenberg Motorklubb, Hällarp 308, 311 95 Falkenberg, Sweden",56.97734651,12.56340014,SWE,1826,
394,Fort Grozny Autodrom,Full circuit,fort_grozny_autodrom,full_circuit,"Fort Grozny Autodrom, ul. Khimikov, Groznyy, Chechen Republic, Russia, 364913",43.305406,45.66488567,RUS,3086,Fortress Terrible
395,Fort Grozny Autodrom,Alternative circuit,fort_grozny_autodrom,alternative_circuit,"Fort Grozny Autodrom, ul. Khimikov, Groznyy, Chechen Republic, Russia, 364913",43.305406,45.66488567,RUS,3072,Fortress Terrible
396,Fortaleza,Full circuit,fortaleza,full_circuit,"Autódromo Internacional Virgílio Távora, R. Ayrton Senna, Ceará, 61760-000, Brazil",-3.89,-38.46,BRA,3000,
397,Fortaleza,Truck circuit,fortaleza,truck_circuit,"Autódromo Internacional Virgílio Távora, R. Ayrton Senna, Ceará, 61760-000, Brazil",-3.89,-38.46,BRA,1780,
398,Fortaleza,Short circuit 1,fortaleza,short_circuit_1,"Autódromo Internacional Virgílio Távora, R. Ayrton Senna, Ceará, 61760-000, Brazil",-3.89,-38.46,BRA,,
399,Fortaleza,Short circuit 2,fortaleza,short_circuit_2,"Autódromo Internacional Virgílio Távora, R. Ayrton Senna, Ceará, 61760-000, Brazil",-3.89,-38.46,BRA,1800,
400,Fortaleza,Short circuit 3,fortaleza,short_circuit_3,"Autódromo Internacional Virgílio Távora, R. Ayrton Senna, Ceará, 61760-000, Brazil",-3.89,-38.46,BRA,1780,
401,Franciacorta,Full course,franciacorta,full_course,"Porsche Experience Center Franciacorta, Via Bargnana, Provincia di Brescia, Italy",45.5137314,10.0092129,ITA,2519,
402,Franciacorta,Full course with chicane,franciacorta,full_course_with_chicane,"Porsche Experience Center Franciacorta, Via Bargnana, Provincia di Brescia, Italy",45.5137314,10.0092129,ITA,2519,
403,Franciacorta,Short course,franciacorta,short_course,"Porsche Experience Center Franciacorta, Via Bargnana, Provincia di Brescia, Italy",45.5137314,10.0092129,ITA,1683,
404,Franciacorta,Short course with chicane,franciacorta,short_course_with_chicane,"Porsche Experience Center Franciacorta, Via Bargnana, Provincia di Brescia, Italy",45.5137314,10.0092129,ITA,1683,
405,Fuji Speedway,Grand Prix Circuit,fuji_speedway,grand_prix_circuit,"Fuji International Speedway Co.,Ltd., 694 Nakahinata, Oyama-Cho, Sunto-Gun, Shizuoka-Ken 410-1307, JAPAN",35.37001093,138.9303454,JPN,4549,
406,Fuji Speedway,Grand Prix Circuit with shortcut,fuji_speedway,grand_prix_circuit_with_shortcut,"Fuji International Speedway Co.,Ltd., 694 Nakahinata, Oyama-Cho, Sunto-Gun, Shizuoka-Ken 410-1307, JAPAN",35.37001093,138.9303454,JPN,4526,
